epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,6345.36,1.38726,0.88923,0.90295,0.83897,0.70015,0.7578,0.55155,1.37292,0.84644,0.91578,5.57692e-05,5.57692e-05,5.57692e-05
177,6380.41,1.39532,0.90219,0.89981,0.84115,0.69141,0.75815,0.55346,1.36939,0.84315,0.9165,5.32308e-05,5.32308e-05,5.32308e-05
178,6415.77,1.38446,0.88909,0.90349,0.85318,0.68748,0.75514,0.55194,1.36621,0.83876,0.91508,5.06923e-05,5.06923e-05,5.06923e-05
179,6451.13,1.36074,0.86954,0.90197,0.83699,0.69478,0.75711,0.55444,1.36061,0.83314,0.91562,4.81538e-05,4.81538e-05,4.81538e-05
180,6486.56,1.3965,0.88922,0.90244,0.85772,0.68881,0.75814,0.55627,1.36492,0.83239,0.91559,4.56154e-05,4.56154e-05,4.56154e-05
181,6522.32,1.35317,0.87496,0.89894,0.85648,0.68687,0.76123,0.55718,1.35866,0.83316,0.91466,4.30769e-05,4.30769e-05,4.30769e-05
182,6560.03,1.38352,0.88169,0.90087,0.84273,0.69668,0.76581,0.55949,1.36219,0.83419,0.91486,4.05385e-05,4.05385e-05,4.05385e-05
183,6594.97,1.37141,0.87853,0.90072,0.84511,0.69887,0.76547,0.55751,1.3637,0.83121,0.91602,3.8e-05,3.8e-05,3.8e-05
184,6631.11,1.39099,0.88928,0.90334,0.82889,0.69973,0.76599,0.56144,1.35948,0.83513,0.9144,3.54615e-05,3.54615e-05,3.54615e-05
185,6666.24,1.36229,0.87311,0.89922,0.83876,0.68973,0.7595,0.55477,1.36556,0.83799,0.91573,3.29231e-05,3.29231e-05,3.29231e-05
186,6704.19,1.39668,0.92329,0.9084,0.82218,0.68686,0.74488,0.54189,1.39128,0.86082,0.92069,3.03846e-05,3.03846e-05,3.03846e-05
187,6737.31,1.39013,0.90965,0.90597,0.80499,0.69436,0.7491,0.54026,1.39256,0.86924,0.92252,2.78462e-05,2.78462e-05,2.78462e-05
188,6770.59,1.38694,0.90463,0.90406,0.79581,0.68988,0.7496,0.54255,1.39013,0.87174,0.92274,2.53077e-05,2.53077e-05,2.53077e-05
189,6803.54,1.38599,0.89437,0.90289,0.8097,0.69108,0.74907,0.54468,1.38295,0.8622,0.91963,2.27692e-05,2.27692e-05,2.27692e-05
190,6836.53,1.37519,0.87997,0.89901,0.84767,0.67356,0.75138,0.54619,1.38581,0.86048,0.92026,2.02308e-05,2.02308e-05,2.02308e-05
191,6870.87,1.37855,0.8922,0.90288,0.82456,0.68792,0.7536,0.54896,1.37754,0.8584,0.91866,1.76923e-05,1.76923e-05,1.76923e-05
192,6904.31,1.37798,0.88949,0.90205,0.82177,0.69663,0.75412,0.54466,1.38787,0.85888,0.92006,1.51538e-05,1.51538e-05,1.51538e-05
193,6939.59,1.38813,0.89583,0.90332,0.82111,0.69265,0.75598,0.54708,1.38204,0.85517,0.91914,1.26154e-05,1.26154e-05,1.26154e-05
194,6974.73,1.38128,0.88449,0.90116,0.82447,0.69424,0.75438,0.54567,1.38355,0.85386,0.91951,1.00769e-05,1.00769e-05,1.00769e-05
195,7009.72,1.36823,0.88058,0.8993,0.83538,0.69074,0.75822,0.5493,1.38069,0.85235,0.91888,7.53846e-06,7.53846e-06,7.53846e-06
